date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:21:52	5367/5367	---M-Z	200	added ('OK')	application/javascript	etag:W/%2214f7-yhyA+HX2eUDGKOb3fk0GExBzMpM%22	https://cdn.jsdelivr.net/npm/@finsweet/attributes-numbercount@1/numbercount.js	D:/My%20Web%20Sites/inspo11/cdn.jsdelivr.net/npm/@finsweet/attributes-numbercount@1/numbercount.js	(from https://axcera.io/)
09:21:53	1302/1302	---M-Z	200	added ('OK')	application/javascript	etag:W/%22bbd2454e305e877ead93ee980dcea651%22	https://tools.refokus.com/automatic-tabs/bundle.v1.0.0.js	D:/My%20Web%20Sites/inspo11/tools.refokus.com/automatic-tabs/bundle.v1.0.0.js	(from https://axcera.io/)
09:21:53	3597/3597	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e0d-mU1JfBBWXOcP35A49rVkc2WQnoI%22	https://cdn.jsdelivr.net/npm/@finsweet/attributes@2/attributes.js	D:/My%20Web%20Sites/inspo11/cdn.jsdelivr.net/npm/@finsweet/attributes@2/attributes.js	(from https://axcera.io/)
09:21:53	3547087/3547087	---M--	200	added ('OK')	image/gif	etag:%22647c1d2b3ff5ba71086aa6141996ba17%22	https://cdn.prod.website-files.com/686e53fd3445aa7ef16e612f/691abfff1a54419a33ce8732_Checkout-Made-Simple.gif	D:/My%20Web%20Sites/inspo11/cdn.prod.website-files.com/686e53fd3445aa7ef16e612f/691abfff1a54419a33ce8732_Checkout-Made-Simple.gif	(from https://axcera.io/)
09:21:53	7231/7231	---M-Z	200	added ('OK')	application/javascript	etag:W/%221c3f-9v0QvQHPHAvSNX54eEdOl+deM7o%22	https://cdn.jsdelivr.net/npm/@finsweet/attributes-accordion@1/accordion.js	D:/My%20Web%20Sites/inspo11/cdn.jsdelivr.net/npm/@finsweet/attributes-accordion@1/accordion.js	(from https://axcera.io/)
09:21:54	118522/118522	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Mar%202026%2006:12:15%20GMT	https://axcera.io/glossary	D:/My%20Web%20Sites/inspo11/axcera.io/glossary.html	(from https://axcera.io/)
09:21:55	82830/82830	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Mar%202026%2017:37:21%20GMT	https://axcera.io/legal/privacy-policy	D:/My%20Web%20Sites/inspo11/axcera.io/legal/privacy-policy.html	(from https://axcera.io/)
09:21:55	80857/80857	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Mar%202026%2010:33:48%20GMT	https://axcera.io/legal/terms-conditions	D:/My%20Web%20Sites/inspo11/axcera.io/legal/terms-conditions.html	(from https://axcera.io/)
09:21:56	80326/80326	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202026%2018:36:45%20GMT	https://axcera.io/legal/cookies-policy	D:/My%20Web%20Sites/inspo11/axcera.io/legal/cookies-policy.html	(from https://axcera.io/)
09:21:56	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=686e53fd3445aa7ef16e612f	D:/My%20Web%20Sites/inspo11/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c81acc.js	(from https://axcera.io/)
09:21:56	176981/176981	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202026%2004:21:57%20GMT	https://axcera.io/?eaf5f800_page=2	D:/My%20Web%20Sites/inspo11/axcera.io/index181d.html	(from https://axcera.io/)
09:21:57	183689/183689	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202026%2004:21:57%20GMT	https://axcera.io/?71b96f12_page=2	D:/My%20Web%20Sites/inspo11/axcera.io/indexcc56.html	(from https://axcera.io/)
09:21:57	41429/41429	---MCZ	200	added ('OK')	text/javascript	etag:W/%226d1d67fe2715f25c2fd98a9011d8ea67%22	https://cdn.prod.website-files.com/686e53fd3445aa7ef16e612f/js/webflow.schunk.36b8fb49256177c8.js	D:/My%20Web%20Sites/inspo11/cdn.prod.website-files.com/686e53fd3445aa7ef16e612f/js/webflow.schunk.36b8fb49256177c8.js	(from https://axcera.io/)
09:21:57	211824/211824	---MCZ	200	added ('OK')	text/javascript	etag:W/%2209f321a1206f229c051ca32454b4de7b%22	https://cdn.prod.website-files.com/686e53fd3445aa7ef16e612f/js/webflow.schunk.2db16861e2d1f07e.js	D:/My%20Web%20Sites/inspo11/cdn.prod.website-files.com/686e53fd3445aa7ef16e612f/js/webflow.schunk.2db16861e2d1f07e.js	(from https://axcera.io/)
09:21:58	5049/5049	---MCZ	200	added ('OK')	text/javascript	etag:W/%22eecf94117373dfd39c734a555779da32%22	https://cdn.prod.website-files.com/686e53fd3445aa7ef16e612f/js/webflow.7eae5df2.f97d531f76355d47.js	D:/My%20Web%20Sites/inspo11/cdn.prod.website-files.com/686e53fd3445aa7ef16e612f/js/webflow.7eae5df2.f97d531f76355d47.js	(from https://axcera.io/)
09:21:58	72779/72779	---MCZ	200	added ('OK')	text/javascript	etag:W/%22b729ff7f59f3391835501f2900ecd857%22	https://cdn.prod.website-files.com/gsap/3.14.2/gsap.min.js	D:/My%20Web%20Sites/inspo11/cdn.prod.website-files.com/gsap/3.14.2/gsap.min.js	(from https://axcera.io/)
09:21:58	44235/44235	---MCZ	200	added ('OK')	text/javascript	etag:W/%22f20e9ed82d62642f71c10eda4514d3bf%22	https://cdn.prod.website-files.com/gsap/3.14.2/ScrollTrigger.min.js	D:/My%20Web%20Sites/inspo11/cdn.prod.website-files.com/gsap/3.14.2/ScrollTrigger.min.js	(from https://axcera.io/)
09:21:58	10570/10570	---MCZ	200	added ('OK')	text/javascript	etag:W/%22735b0bc43a4c193c6c83c3df5011456e%22	https://cdn.prod.website-files.com/gsap/3.14.2/TextPlugin.min.js	D:/My%20Web%20Sites/inspo11/cdn.prod.website-files.com/gsap/3.14.2/TextPlugin.min.js	(from https://axcera.io/)
09:21:58	381/381	---MCZ	200	added ('OK')	text/css	date:Thu,%2016%20Oct%202025%2023:34:37%20GMT	https://unpkg.com/lenis@1.3.11/dist/lenis.css	D:/My%20Web%20Sites/inspo11/unpkg.com/lenis@1.3.11/dist/lenis.css	(from https://axcera.io/)
09:21:59	16768/16768	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2030%20Jan%202026%2020:07:35%20GMT	https://unpkg.com/lenis@1.3.11/dist/lenis.min.js	D:/My%20Web%20Sites/inspo11/unpkg.com/lenis@1.3.11/dist/lenis.min.js	(from https://axcera.io/)
09:22:00	147380/147380	---M--	200	added ('OK')	font/woff2	date:Fri,%2006%20Feb%202026%2023:37:20%20GMT	https://unpkg.com/@phosphor-icons/web@2.1.1/src/regular/Phosphor.woff2	D:/My%20Web%20Sites/inspo11/unpkg.com/@phosphor-icons/web@2.1.1/src/regular/Phosphor.woff2	(from https://unpkg.com/@phosphor-icons/web@2.1.1/src/regular/style.css)
09:22:00	488716/488716	---M--	200	added ('OK')	font/woff	date:Sat,%2007%20Feb%202026%2000:19:53%20GMT	https://unpkg.com/@phosphor-icons/web@2.1.1/src/regular/Phosphor.woff	D:/My%20Web%20Sites/inspo11/unpkg.com/@phosphor-icons/web@2.1.1/src/regular/Phosphor.woff	(from https://unpkg.com/@phosphor-icons/web@2.1.1/src/regular/style.css)
09:22:00	488636/488636	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2011%20Mar%202026%2020:55:55%20GMT	https://unpkg.com/@phosphor-icons/web@2.1.1/src/regular/Phosphor.ttf	D:/My%20Web%20Sites/inspo11/unpkg.com/@phosphor-icons/web@2.1.1/src/regular/Phosphor.ttf	(from https://unpkg.com/@phosphor-icons/web@2.1.1/src/regular/style.css)
09:22:05	150052/150052	---M--	200	added ('OK')	font/woff2	date:Mon,%2009%20Feb%202026%2022:49:23%20GMT	https://unpkg.com/@phosphor-icons/web@2.1.1/src/bold/Phosphor-Bold.woff2	D:/My%20Web%20Sites/inspo11/unpkg.com/@phosphor-icons/web@2.1.1/src/bold/Phosphor-Bold.woff2	(from https://unpkg.com/@phosphor-icons/web@2.1.1/src/bold/style.css)
09:22:05	2996371/2996371	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Mar%202026%2004:22:03%20GMT	https://unpkg.com/@phosphor-icons/web@2.1.1/src/regular/Phosphor.svg	D:/My%20Web%20Sites/inspo11/unpkg.com/@phosphor-icons/web@2.1.1/src/regular/Phosphor.svg	(from https://unpkg.com/@phosphor-icons/web@2.1.1/src/regular/style.css)
09:22:06	495388/495388	---M--	200	added ('OK')	font/woff	date:Sun,%2015%20Mar%202026%2015:40:16%20GMT	https://unpkg.com/@phosphor-icons/web@2.1.1/src/bold/Phosphor-Bold.woff	D:/My%20Web%20Sites/inspo11/unpkg.com/@phosphor-icons/web@2.1.1/src/bold/Phosphor-Bold.woff	(from https://unpkg.com/@phosphor-icons/web@2.1.1/src/bold/style.css)
09:22:07	495308/495308	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2016%20Mar%202026%2001:50:20%20GMT	https://unpkg.com/@phosphor-icons/web@2.1.1/src/bold/Phosphor-Bold.ttf	D:/My%20Web%20Sites/inspo11/unpkg.com/@phosphor-icons/web@2.1.1/src/bold/Phosphor-Bold.ttf	(from https://unpkg.com/@phosphor-icons/web@2.1.1/src/bold/style.css)
09:22:12	131744/131744	---M--	200	added ('OK')	font/woff2	date:Wed,%2004%20Feb%202026%2006:33:22%20GMT	https://unpkg.com/@phosphor-icons/web@2.1.1/src/fill/Phosphor-Fill.woff2	D:/My%20Web%20Sites/inspo11/unpkg.com/@phosphor-icons/web@2.1.1/src/fill/Phosphor-Fill.woff2	(from https://unpkg.com/@phosphor-icons/web@2.1.1/src/fill/style.css)
09:22:12	2967217/2967217	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Mar%202026%2004:22:10%20GMT	https://unpkg.com/@phosphor-icons/web@2.1.1/src/bold/Phosphor-Bold.svg	D:/My%20Web%20Sites/inspo11/unpkg.com/@phosphor-icons/web@2.1.1/src/bold/Phosphor-Bold.svg	(from https://unpkg.com/@phosphor-icons/web@2.1.1/src/bold/style.css)
09:22:13	449332/449332	---M--	200	added ('OK')	font/woff	date:Thu,%2005%20Feb%202026%2014:34:39%20GMT	https://unpkg.com/@phosphor-icons/web@2.1.1/src/fill/Phosphor-Fill.woff	D:/My%20Web%20Sites/inspo11/unpkg.com/@phosphor-icons/web@2.1.1/src/fill/Phosphor-Fill.woff	(from https://unpkg.com/@phosphor-icons/web@2.1.1/src/fill/style.css)
09:22:14	449252/449252	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2009%20Mar%202026%2004:26:22%20GMT	https://unpkg.com/@phosphor-icons/web@2.1.1/src/fill/Phosphor-Fill.ttf	D:/My%20Web%20Sites/inspo11/unpkg.com/@phosphor-icons/web@2.1.1/src/fill/Phosphor-Fill.ttf	(from https://unpkg.com/@phosphor-icons/web@2.1.1/src/fill/style.css)
09:22:16	53/53	---M--	302	error ('Found')	text/plain	date:Mon,%2016%20Mar%202026%2004:22:16%20GMT	https://unpkg.com/typewriter-effect@latest/dist/core.js	D:/My%20Web%20Sites/inspo11/unpkg.com/typewriter-effect@latest/dist/core.js	(from https://axcera.io/solutions/prop-crm)
09:22:16	2766903/2766903	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Mar%202026%2004:22:16%20GMT	https://unpkg.com/@phosphor-icons/web@2.1.1/src/fill/Phosphor-Fill.svg	D:/My%20Web%20Sites/inspo11/unpkg.com/@phosphor-icons/web@2.1.1/src/fill/Phosphor-Fill.svg	(from https://unpkg.com/@phosphor-icons/web@2.1.1/src/fill/style.css)
09:22:17	13161/13161	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2014%20Mar%202026%2005:11:39%20GMT	https://unpkg.com/typewriter-effect@2.22.0/dist/core.js	D:/My%20Web%20Sites/inspo11/unpkg.com/typewriter-effect@2.22.0/dist/core.js	(from https://axcera.io/solutions/prop-crm)
09:22:18	1319380/1319380	---M--	200	added ('OK')	image/gif	etag:%22b53941392d462af6c3e49710469b6868%22	https://cdn.prod.website-files.com/686e53fd3445aa7ef16e612f/6914489d8184efce0919ddeb_top-left.gif	D:/My%20Web%20Sites/inspo11/cdn.prod.website-files.com/686e53fd3445aa7ef16e612f/6914489d8184efce0919ddeb_top-left.gif	(from https://axcera.io/solutions/broker-crm)
09:22:19	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2016%20Mar%202026%2004:22:19%20GMT	https://github.com/rahulxchanana/axcera/blob/main/center.gif?raw=true	D:/My%20Web%20Sites/inspo11/github.com/rahulxchanana/axcera/blob/main/center.3ac523.delayed	(from https://axcera.io/solutions/broker-crm)
09:22:20	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2016%20Mar%202026%2004:22:21%20GMT	https://github.com/rahulxchanana/axcera/raw/refs/heads/main/center.gif	D:/My%20Web%20Sites/inspo11/github.com/rahulxchanana/axcera/raw/refs/heads/main/center.3b.delayed	(from https://axcera.io/solutions/broker-crm)
09:22:23	463555/463555	---M--	200	added ('OK')	image/gif	etag:%22f72cc8ae573039f7ae9ae2d4b0f92ea1%22	https://cdn.prod.website-files.com/686e53fd3445aa7ef16e612f/6914489c63baac1df051fc5d_bottom-left.gif	D:/My%20Web%20Sites/inspo11/cdn.prod.website-files.com/686e53fd3445aa7ef16e612f/6914489c63baac1df051fc5d_bottom-left.gif	(from https://axcera.io/solutions/broker-crm)
09:22:23	942145/942145	---M--	200	added ('OK')	image/gif	etag:%2254f8d304203f3dcfa4e3f6eba0632546%22	https://cdn.prod.website-files.com/686e53fd3445aa7ef16e612f/6914489cd85d9cfda493c26e_top-right.gif	D:/My%20Web%20Sites/inspo11/cdn.prod.website-files.com/686e53fd3445aa7ef16e612f/6914489cd85d9cfda493c26e_top-right.gif	(from https://axcera.io/solutions/broker-crm)
09:22:24	1854/1854	---MCZ	200	added ('OK')	text/javascript	etag:W/%226a93cd6a74db49afed5ae92b21b4d41a%22	https://cdn.prod.website-files.com/686e53fd3445aa7ef16e612f/js/webflow.3e67f73d.d261b01abf486540.js	D:/My%20Web%20Sites/inspo11/cdn.prod.website-files.com/686e53fd3445aa7ef16e612f/js/webflow.3e67f73d.d261b01abf486540.js	(from https://axcera.io/solutions/trading-apis)
09:22:24	1076050/1076050	---M--	200	added ('OK')	image/gif	etag:%221a7b50833c528bcc106e2f6056cf10ce%22	https://cdn.prod.website-files.com/686e53fd3445aa7ef16e612f/6914489cd16c24537b0be5d7_bottom-right.gif	D:/My%20Web%20Sites/inspo11/cdn.prod.website-files.com/686e53fd3445aa7ef16e612f/6914489cd16c24537b0be5d7_bottom-right.gif	(from https://axcera.io/solutions/broker-crm)
09:22:26	123699/123699	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202026%2004:22:27%20GMT	https://axcera.io/integrations?b14d36c2_page=2	D:/My%20Web%20Sites/inspo11/axcera.io/integrationsc632.html	(from https://axcera.io/integrations)
09:22:27	249844/249844	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Mar%202026%2021:56:32%20GMT	https://axcera.io/blog/axcera-february-2026-highlights	D:/My%20Web%20Sites/inspo11/axcera.io/blog/axcera-february-2026-highlights.html	(from https://axcera.io/blog)
09:22:27	568003/568003	---M--	200	added ('OK')	image/jpeg	etag:%22b21b13ceca96fcb33b0aaae0d4d2978f%22	https://cdn.prod.website-files.com/68e37162ea10833e4235ae82/69a6c59dce4cddcead9c7c6c_Axcera%20February%202026%20Highlights%20512x520%20(1)%20(1).jpg	D:/My%20Web%20Sites/inspo11/cdn.prod.website-files.com/68e37162ea10833e4235ae82/69a6c59dce4cddcead9c7c6c_Axcera%20February%202026%20Highlights%20512x520%20(1)%20(1).jpg	(from https://axcera.io/blog)
09:22:29	15148384/15148384	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Mar%202026%2004:22:23%20GMT	https://raw.githubusercontent.com/rahulxchanana/axcera/refs/heads/main/center.gif	D:/My%20Web%20Sites/inspo11/raw.githubusercontent.com/rahulxchanana/axcera/refs/heads/main/center.gif	(from https://axcera.io/solutions/broker-crm)
09:22:29	249373/249373	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202026%2004:22:29%20GMT	https://axcera.io/blog/axcera-january-2026-highlights	D:/My%20Web%20Sites/inspo11/axcera.io/blog/axcera-january-2026-highlights.html	(from https://axcera.io/blog)
09:22:29	248546/248546	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202026%2003:02:10%20GMT	https://axcera.io/blog/axcera-introduces-a-new-website-built-for-a-broader-trading-firm-platform	D:/My%20Web%20Sites/inspo11/axcera.io/blog/axcera-introduces-a-new-website-built-for-a-broader-trading-firm-platform.html	(from https://axcera.io/blog)
09:22:32	255115/255115	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202026%2004:22:32%20GMT	https://axcera.io/blog/the-scalability-crisis-facing-prop-trading-firms	D:/My%20Web%20Sites/inspo11/axcera.io/blog/the-scalability-crisis-facing-prop-trading-firms.html	(from https://axcera.io/blog)
09:22:35	255960/255960	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202026%2004:22:35%20GMT	https://axcera.io/blog/how-prop-firms-can-attract-more-traders	D:/My%20Web%20Sites/inspo11/axcera.io/blog/how-prop-firms-can-attract-more-traders.html	(from https://axcera.io/blog)
09:22:36	246949/246949	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202026%2004:22:37%20GMT	https://axcera.io/blog/axcera-december-2025-highlights	D:/My%20Web%20Sites/inspo11/axcera.io/blog/axcera-december-2025-highlights.html	(from https://axcera.io/blog)
09:22:37	247582/247582	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Mar%202026%2020:18:36%20GMT	https://axcera.io/blog/why-most-prop-firms-break-from-the-inside-out	D:/My%20Web%20Sites/inspo11/axcera.io/blog/why-most-prop-firms-break-from-the-inside-out.html	(from https://axcera.io/blog)
09:22:37	16493/16493	---M-Z	200	added ('OK')	text/css	etag:W/%22406d-rwCOh5O6dcNGNg6U6W482jFM4n8%22	https://cdn.jsdelivr.net/npm/swiper@8/swiper-bundle.min.css	D:/My%20Web%20Sites/inspo11/cdn.jsdelivr.net/npm/swiper@8/swiper-bundle.min.css	(from https://axcera.io/blog)
09:22:38	143706/143706	---M-Z	200	added ('OK')	application/javascript	etag:W/%222315a-9NyNRghnOcWBIRhbLQ9OGQcQ8Rs%22	https://cdn.jsdelivr.net/npm/swiper@8/swiper-bundle.min.js	D:/My%20Web%20Sites/inspo11/cdn.jsdelivr.net/npm/swiper@8/swiper-bundle.min.js	(from https://axcera.io/blog)
09:22:38	750983/750983	---M--	200	added ('OK')	image/jpeg	etag:%22f351487f1b96a53a612b25fc35f236c9%22	https://cdn.prod.website-files.com/68e37162ea10833e4235ae82/69a6c59a45bf2ca036d1912f_Axcera%20February%202026%20Highlights%201024x560%20(1)%20(1).jpg	D:/My%20Web%20Sites/inspo11/cdn.prod.website-files.com/68e37162ea10833e4235ae82/69a6c59a45bf2ca036d1912f_Axcera%20February%202026%20Highlights%201024x560%20(1)%20(1).jpg	(from https://axcera.io/blog)
09:22:41	248701/248701	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202026%2004:22:42%20GMT	https://axcera.io/blog/how-axcera-enables-prop-firms-to-trade-multiple-markets-from-one-platform	D:/My%20Web%20Sites/inspo11/axcera.io/blog/how-axcera-enables-prop-firms-to-trade-multiple-markets-from-one-platform.html	(from https://axcera.io/blog)
